article_id,expr_type,value,char_offset
1.txt,deictic,year,899
1.txt,deictic,year,1040
1.txt,deictic,year,1285
1.txt,deictic,year,1295
1.txt,deictic,summer,170
2.txt,deictic,year,311
2.txt,deictic,year,420
2.txt,deictic,year,1221
2.txt,deictic,fall,390
2.txt,deictic,Wednesday,780
3.txt,deictic,year,727
3.txt,deictic,year,829
3.txt,deictic,previous year,998
3.txt,deictic,next year,1829
4.txt,deictic,year,1074
4.txt,deictic,year,4301
4.txt,deictic,year,4636
5.txt,deictic,next week,369
5.txt,deictic,year,1276
6.txt,deictic,last September,1410
7.txt,deictic,last week,1374
8.txt,deictic,week,904
8.txt,deictic,year,1005
8.txt,deictic,year,1496
8.txt,deictic,Last month,1713
8.txt,deictic,Tuesday,1031
9.txt,deictic,year,619
9.txt,deictic,year,3082
10.txt,deictic,last year,194
10.txt,deictic,year,309
11.txt,deictic,fall,1243
11.txt,deictic,Sunday,530
12.txt,deictic,year,473
12.txt,deictic,year,795
12.txt,deictic,year,1193
13.txt,deictic,week,704
13.txt,deictic,Today,823
13.txt,deictic,last year,2557
13.txt,deictic,year,2864
13.txt,deictic,year,3069
13.txt,deictic,fall,632
13.txt,deictic,fall,1326
13.txt,deictic,summer,1608
13.txt,deictic,fall,2187
13.txt,deictic,Thursday,1901
14.txt,deictic,year,308
14.txt,deictic,last month,455
14.txt,deictic,previous quarter,839
14.txt,deictic,last quarter,1086
14.txt,deictic,last year,1176
14.txt,deictic,year,1289
14.txt,deictic,fall,749
15.txt,deictic,year,800
15.txt,deictic,fall,489
15.txt,deictic,Monday,572
15.txt,deictic,Monday,900
15.txt,deictic,Friday,649
16.txt,deictic,year,925
16.txt,deictic,year,1568
16.txt,deictic,last week,1739
16.txt,deictic,week,1957
16.txt,deictic,Sunday,855
16.txt,deictic,Sunday,2652
17.txt,deictic,last year,439
18.txt,deictic,last year,284
18.txt,deictic,Thursday,517
19.txt,deictic,year,37
19.txt,deictic,year,366
19.txt,deictic,year,495
19.txt,deictic,year,653
19.txt,deictic,year,1029
19.txt,deictic,year,1210
19.txt,deictic,year,1338
19.txt,deictic,last year,1492
19.txt,deictic,year,1795
19.txt,deictic,year,1919
19.txt,deictic,fall,264
19.txt,deictic,fall,468
19.txt,deictic,fall,633
19.txt,deictic,fall,1850
20.txt,deictic,last quarter,90
20.txt,deictic,year,332
20.txt,deictic,year,628
20.txt,deictic,fall,73
21.txt,deictic,year,169
21.txt,deictic,last year,783
21.txt,deictic,last November,648
21.txt,deictic,fall,91
21.txt,deictic,fall,623
22.txt,deictic,previous quarter,312
22.txt,deictic,year,460
22.txt,deictic,year,1152
22.txt,deictic,last year,1834
22.txt,deictic,fall,203
22.txt,deictic,fall,282
22.txt,deictic,winter,1645
22.txt,deictic,fall,2052
22.txt,deictic,Wednesday,485
23.txt,deictic,Last month,515
23.txt,deictic,next week,1504
24.txt,deictic,week,702
24.txt,deictic,Today,821
24.txt,deictic,last year,2555
24.txt,deictic,year,2862
24.txt,deictic,year,3067
24.txt,deictic,fall,630
24.txt,deictic,fall,1324
24.txt,deictic,summer,1606
24.txt,deictic,fall,2185
24.txt,deictic,Thursday,1899
25.txt,deictic,after Monday,1298
25.txt,deictic,Tuesday,1290
25.txt,deictic,Friday,1100
26.txt,deictic,year,1310
26.txt,deictic,year,1968
26.txt,deictic,year,2085
26.txt,deictic,year,2340
26.txt,deictic,Friday,954
27.txt,deictic,Sunday,667
28.txt,deictic,year,271
28.txt,deictic,last week,374
28.txt,deictic,year,1332
28.txt,deictic,year,1369
29.txt,deictic,week,712
29.txt,deictic,today,1758
29.txt,deictic,year,1810
29.txt,deictic,last year,2011
29.txt,deictic,Tuesday,1547
30.txt,deictic,Last week,884
30.txt,deictic,last November,634
30.txt,deictic,Sunday,1217
30.txt,deictic,after Sunday,1874
32.txt,deictic,year,268
32.txt,deictic,Last week,497
32.txt,deictic,year,601
32.txt,deictic,last month,968
32.txt,deictic,last month,1703
32.txt,deictic,year,2020
32.txt,deictic,previous quarter,2614
32.txt,deictic,fall,728
32.txt,deictic,fall,1050
32.txt,deictic,fall,1749
32.txt,deictic,fall,1908
32.txt,deictic,fall,2023
32.txt,deictic,Tuesday,628
33.txt,deictic,year,557
33.txt,deictic,Last month,751
33.txt,deictic,Tuesday,421
35.txt,deictic,year,163
35.txt,deictic,Last year,900
36.txt,simple,"11 September, 2001",4289
36.txt,deictic,week,228
36.txt,deictic,week,307
36.txt,deictic,week,565
36.txt,deictic,week,630
36.txt,deictic,week,2003
36.txt,deictic,week,2319
36.txt,deictic,week,4453
37.txt,deictic,year,710
37.txt,deictic,year,1274
37.txt,deictic,Thursday,1068
38.txt,deictic,Friday,468
38.txt,deictic,Friday,949
39.txt,deictic,fall,83
40.txt,deictic,last August,106
40.txt,deictic,after December,215
40.txt,deictic,fall,141
40.txt,deictic,fall,165
41.txt,deictic,year,138
42.txt,deictic,year,26
42.txt,deictic,year,170
42.txt,deictic,year,484
42.txt,deictic,previous year,579
42.txt,deictic,year,884
42.txt,deictic,year,977
42.txt,deictic,year,1037
42.txt,deictic,year,1169
43.txt,deictic,previous month,712
43.txt,deictic,year,1153
43.txt,deictic,next week,1380
43.txt,deictic,summer,264
43.txt,deictic,fall,1854
44.txt,deictic,week,535
44.txt,deictic,Thursday,83
46.txt,deictic,previous year,498
46.txt,deictic,week,631
46.txt,deictic,year,1707
46.txt,deictic,year,1802
46.txt,deictic,year,2180
46.txt,deictic,Tuesday,3859
46.txt,deictic,this Sunday,301
47.txt,deictic,fall,1294
48.txt,deictic,year,1034
48.txt,deictic,summer,808
49.txt,deictic,last year,151
49.txt,deictic,fall,1170
50.txt,deictic,last year,204
50.txt,deictic,last year,573
50.txt,deictic,last year,1774
51.txt,deictic,Last year,1217
51.txt,deictic,last year,1674
51.txt,deictic,year,1762
51.txt,deictic,Friday,261
51.txt,deictic,Friday,1563
51.txt,deictic,Sunday,273
52.txt,deictic,year,29
52.txt,deictic,week,377
52.txt,deictic,year,414
52.txt,deictic,year,775
52.txt,deictic,last year,1290
53.txt,deictic,year,125
53.txt,deictic,year,468
53.txt,deictic,year,702
53.txt,deictic,year,885
54.txt,deictic,previous month,240
54.txt,deictic,last quarter,681
54.txt,deictic,previous year,698
54.txt,deictic,year,1288
54.txt,deictic,fall,27
54.txt,deictic,fall,462
54.txt,deictic,fall,1170
55.txt,deictic,year,829
56.txt,deictic,Last year,803
57.txt,deictic,year,911
57.txt,deictic,year,1250
57.txt,deictic,week,1378
57.txt,deictic,year,1453
57.txt,deictic,fall,537
59.txt,deictic,year,683
60.txt,deictic,last year,343
61.txt,simple,"15 December, 1953",1730
61.txt,deictic,year,2020
61.txt,deictic,last year,2145
62.txt,deictic,year,29
62.txt,deictic,week,377
62.txt,deictic,year,414
62.txt,deictic,year,775
62.txt,deictic,last year,1290
63.txt,deictic,Last year,282
63.txt,deictic,last year,1541
63.txt,deictic,last year,2914
64.txt,deictic,previous month,1499
64.txt,deictic,week,1869
65.txt,deictic,week,104
65.txt,deictic,year,698
65.txt,deictic,year,1064
65.txt,deictic,year,1166
65.txt,deictic,previous year,1189
65.txt,deictic,Monday,85
65.txt,deictic,Monday,578
65.txt,deictic,Sunday,367
66.txt,deictic,Last week,356
66.txt,deictic,week,1071
66.txt,deictic,Monday,582
66.txt,deictic,Friday,1661
67.txt,deictic,year,514
67.txt,deictic,year,756
67.txt,deictic,year,1199
67.txt,deictic,Wednesday,197
68.txt,deictic,year,399
68.txt,deictic,year,499
68.txt,deictic,last year,1432
68.txt,deictic,year,2157
68.txt,deictic,fall,1427
69.txt,deictic,year,1271
69.txt,deictic,fall,13
69.txt,deictic,fall,50
69.txt,deictic,Tuesday,492
69.txt,deictic,Tuesday,815
70.txt,deictic,week,596
70.txt,deictic,year,1158
70.txt,deictic,next year,1350
70.txt,deictic,Tuesday,556
71.txt,deictic,Last month,180
71.txt,deictic,week,411
71.txt,deictic,week,1728
71.txt,deictic,Thursday,650
71.txt,deictic,Thursday,1149
71.txt,deictic,Friday,582
72.txt,deictic,year,138
72.txt,deictic,next month,259
72.txt,deictic,last year,874
72.txt,deictic,fall,493
73.txt,deictic,last year,388
76.txt,deictic,Next week,1373
77.txt,deictic,year,585
77.txt,deictic,year,1110
77.txt,deictic,Last year,1201
77.txt,deictic,Friday,646
78.txt,deictic,year,855
78.txt,deictic,Tuesday,173
79.txt,deictic,year,199
79.txt,deictic,year,485
79.txt,deictic,year,882
79.txt,deictic,year,1801
79.txt,deictic,fall,28
79.txt,deictic,fall,121
80.txt,deictic,year,759
81.txt,deictic,year,2130
81.txt,deictic,year,2358
81.txt,deictic,Monday,602
82.txt,deictic,Friday,1467
83.txt,deictic,Wednesday,1964
84.txt,deictic,last year,442
85.txt,deictic,week,691
85.txt,deictic,year,2188
85.txt,deictic,year,2514
85.txt,deictic,year,2762
85.txt,deictic,Tuesday,1946
85.txt,deictic,Wednesday,812
85.txt,deictic,Wednesday,1533
87.txt,deictic,year,109
87.txt,deictic,last August,692
87.txt,deictic,Tuesday,122
87.txt,deictic,Tuesday,425
88.txt,deictic,last month,204
88.txt,deictic,year,548
88.txt,deictic,year,1065
88.txt,deictic,year,1474
88.txt,deictic,Friday,157
89.txt,deictic,last week,247
89.txt,deictic,week,934
89.txt,deictic,last week,992
89.txt,deictic,last week,1196
89.txt,deictic,Monday,106
89.txt,deictic,Monday,490
89.txt,deictic,Friday,171
89.txt,deictic,Friday,346
89.txt,deictic,Friday,439
89.txt,deictic,Friday,905
89.txt,deictic,Saturday,1533
90.txt,deictic,year,182
90.txt,deictic,year,700
90.txt,deictic,year,1828
90.txt,deictic,year,2044
90.txt,deictic,year,2395
90.txt,deictic,year,2906
91.txt,deictic,last year,746
91.txt,deictic,year,1044
91.txt,deictic,last year,2051
91.txt,deictic,year,2074
91.txt,deictic,last year,2240
92.txt,deictic,year,623
92.txt,deictic,year,766
92.txt,deictic,year,1093
92.txt,deictic,year,1219
92.txt,deictic,year,1748
93.txt,deictic,week,1528
93.txt,deictic,Thursday,1113
93.txt,deictic,Friday,423
94.txt,deictic,Today,723
95.txt,deictic,last year,354
95.txt,deictic,last month,740
95.txt,deictic,year,785
95.txt,deictic,year,789
95.txt,deictic,year,930
95.txt,deictic,year,934
96.txt,deictic,year,727
96.txt,deictic,fall,1018
96.txt,deictic,Wednesday,363
96.txt,deictic,Wednesday,1139
97.txt,deictic,week,1837
97.txt,deictic,Monday,600
97.txt,deictic,Tuesday,478
98.txt,deictic,year,811
98.txt,deictic,year,1568
98.txt,deictic,year,3540
98.txt,deictic,fall,1777
99.txt,deictic,last year,606
99.txt,deictic,week,644
99.txt,deictic,year,1920
100.txt,deictic,Wednesday,311
101.txt,deictic,last week,404
101.txt,deictic,fall,850
101.txt,deictic,Tuesday,1787
101.txt,deictic,Wednesday,69
101.txt,deictic,Wednesday,1303
101.txt,deictic,Sunday,642
102.txt,deictic,last month,599
102.txt,deictic,last year,863
102.txt,deictic,year,1079
102.txt,deictic,today,2152
102.txt,deictic,year,2985
102.txt,deictic,Thursday,2589
102.txt,deictic,Thursday,3142
103.txt,deictic,year,88
103.txt,deictic,year,676
103.txt,deictic,next year,700
103.txt,deictic,year,1553
104.txt,deictic,fall,249
104.txt,deictic,fall,1457
104.txt,deictic,Monday,1118
105.txt,deictic,last week,1188
105.txt,deictic,week,1649
105.txt,deictic,Last week,3114
106.txt,deictic,last year,291
106.txt,deictic,year,423
106.txt,deictic,year,567
106.txt,deictic,year,794
106.txt,deictic,year,1613
106.txt,deictic,year,1713
106.txt,deictic,fall,929
106.txt,deictic,summer,1013
106.txt,deictic,fall,1103
106.txt,deictic,fall,2042
106.txt,deictic,Tuesday,1926
107.txt,deictic,last year,175
107.txt,deictic,last year,684
108.txt,deictic,Year,106
108.txt,deictic,year,353
108.txt,deictic,year,435
108.txt,deictic,year,517
108.txt,deictic,year,556
109.txt,deictic,year,215
109.txt,deictic,last year,627
109.txt,deictic,year,1386
109.txt,deictic,previous year,1489
109.txt,deictic,year,1618
109.txt,deictic,year,1697
109.txt,deictic,fall,1696
110.txt,deictic,week,457
110.txt,deictic,year,1478
111.txt,deictic,Monday,140
112.txt,deictic,year,283
112.txt,deictic,year,312
112.txt,deictic,year,350
112.txt,deictic,year,434
112.txt,deictic,year,468
112.txt,deictic,year,491
112.txt,deictic,year,585
112.txt,deictic,year,1117
113.txt,deictic,last year,281
113.txt,deictic,year,563
113.txt,deictic,year,1680
113.txt,deictic,last year,2359
113.txt,deictic,last year,2456
114.txt,deictic,year,132
114.txt,deictic,year,186
114.txt,deictic,previous year,239
114.txt,deictic,year,502
114.txt,deictic,year,767
114.txt,deictic,fall,118
114.txt,deictic,fall,600
114.txt,deictic,Wednesday,1072
115.txt,deictic,year,61
115.txt,deictic,year,310
115.txt,deictic,year,614
115.txt,deictic,year,772
115.txt,deictic,year,1768
115.txt,deictic,year,1981
116.txt,deictic,year,679
116.txt,deictic,last year,1107
116.txt,deictic,year,1627
116.txt,deictic,last year,1691
116.txt,deictic,year,1949
116.txt,deictic,last week,2237
116.txt,deictic,fall,209
116.txt,deictic,fall,877
117.txt,deictic,year,233
117.txt,deictic,year,1249
117.txt,deictic,year,1330
117.txt,deictic,year,1528
117.txt,deictic,year,1618
117.txt,deictic,Last month,1620
118.txt,deictic,last week,1270
118.txt,deictic,last April,1582
118.txt,deictic,Wednesday,691
118.txt,deictic,Friday,208
118.txt,deictic,Friday,903
118.txt,deictic,Friday,1780
119.txt,deictic,year,255
119.txt,deictic,year,588
119.txt,deictic,last September,598
120.txt,deictic,year,2544
120.txt,deictic,week,4120
121.txt,deictic,next week,541
121.txt,deictic,Last week,960
121.txt,deictic,last year,1419
121.txt,deictic,today,1636
121.txt,deictic,Thursday,158
122.txt,deictic,fall,137
123.txt,deictic,year,469
123.txt,deictic,year,801
123.txt,deictic,year,820
123.txt,deictic,year,958
123.txt,deictic,year,977
123.txt,deictic,year,1010
123.txt,deictic,year,1262
123.txt,deictic,year,1357
123.txt,deictic,year,1433
123.txt,deictic,fall,959
124.txt,deictic,week,53
124.txt,deictic,last week,552
124.txt,deictic,Saturday,711
124.txt,deictic,Sunday,740
125.txt,deictic,last year,1108
125.txt,deictic,last year,1329
125.txt,deictic,last year,2379
125.txt,deictic,last year,2537
125.txt,deictic,year,2879
125.txt,deictic,year,3138
125.txt,deictic,summer,273
126.txt,deictic,year,411
126.txt,deictic,last year,455
126.txt,deictic,year,545
126.txt,deictic,last year,1048
126.txt,deictic,Last year,1533
126.txt,deictic,week,1825
126.txt,deictic,last year,2047
126.txt,deictic,week,2222
126.txt,deictic,fall,1830
127.txt,deictic,year,92
127.txt,deictic,last year,236
127.txt,deictic,next month,486
127.txt,deictic,last year,525
127.txt,deictic,previous year,781
127.txt,deictic,last year,1124
127.txt,deictic,year,1167
127.txt,deictic,year,1340
128.txt,deictic,last year,1391
128.txt,deictic,last year,2140
128.txt,deictic,Thursday,1000
129.txt,deictic,year,1139
129.txt,deictic,year,1229
129.txt,deictic,year,1370
129.txt,deictic,fall,936
129.txt,deictic,Monday,954
129.txt,deictic,Tuesday,921
131.txt,deictic,year,965
131.txt,deictic,Friday,264
132.txt,deictic,year,837
132.txt,deictic,last week,956
133.txt,deictic,Year,431
133.txt,deictic,year,822
133.txt,deictic,fall,185
133.txt,deictic,fall,609
133.txt,deictic,Monday,333
133.txt,deictic,Monday,620
133.txt,deictic,Monday,1071
133.txt,deictic,Friday,789
133.txt,deictic,Sunday,1391
134.txt,deictic,year,910
135.txt,deictic,Today,722
136.txt,deictic,year,345
136.txt,deictic,year,646
136.txt,deictic,last year,1088
136.txt,deictic,Thursday,311
137.txt,deictic,year,288
137.txt,deictic,year,1027
138.txt,deictic,week,355
139.txt,deictic,year,1407
139.txt,deictic,today,2332
139.txt,deictic,Today,2530
139.txt,deictic,Friday,1898
139.txt,deictic,Friday,2417
140.txt,deictic,year,1002
140.txt,deictic,last week,1027
140.txt,deictic,fall,87
140.txt,deictic,winter,112
140.txt,deictic,winter,141
140.txt,deictic,fall,619
140.txt,deictic,winter,768
140.txt,deictic,fall,838
140.txt,deictic,Monday,248
140.txt,deictic,Tuesday,73
141.txt,deictic,today,582
141.txt,deictic,year,606
142.txt,deictic,previous year,1739
142.txt,deictic,week,1872
142.txt,deictic,Wednesday,315
142.txt,deictic,this Sunday,1095
143.txt,deictic,year,815
143.txt,deictic,last month,2880
143.txt,deictic,year,3062
144.txt,deictic,last week,461
144.txt,deictic,last month,1533
144.txt,deictic,year,2854
144.txt,deictic,last month,2903
144.txt,deictic,summer,761
144.txt,deictic,Wednesday,2759
145.txt,deictic,year,118
145.txt,deictic,year,288
145.txt,deictic,year,708
145.txt,deictic,last year,1125
145.txt,deictic,fall,672
146.txt,deictic,year,1593
146.txt,deictic,Tuesday,1704
147.txt,deictic,year,95
147.txt,deictic,year,1023
147.txt,deictic,year,1117
147.txt,deictic,next month,1196
147.txt,deictic,fall,551
147.txt,deictic,fall,655
147.txt,deictic,Tuesday,478
148.txt,deictic,year,673
148.txt,deictic,year,862
148.txt,deictic,year,1240
148.txt,deictic,fall,308
148.txt,deictic,Thursday,239
148.txt,deictic,Thursday,575
149.txt,deictic,year,497
149.txt,deictic,last week,1036
149.txt,deictic,year,1251
149.txt,deictic,year,1359
149.txt,deictic,previous month,2286
149.txt,deictic,fall,962
149.txt,deictic,fall,1286
149.txt,deictic,fall,1404
149.txt,deictic,fall,1557
150.txt,deictic,last month,199
150.txt,deictic,year,460
151.txt,deictic,previous year,80
151.txt,deictic,year,229
151.txt,deictic,year,485
151.txt,deictic,year,1483
151.txt,deictic,Tuesday,1345
152.txt,deictic,last year,552
152.txt,deictic,year,628
154.txt,deictic,year,1802
154.txt,deictic,year,2453
154.txt,deictic,Thursday,152
155.txt,deictic,fall,1782
156.txt,deictic,year,669
157.txt,deictic,last year,529
157.txt,deictic,fall,1310
157.txt,deictic,Saturday,759
158.txt,deictic,week,395
158.txt,deictic,week,1651
158.txt,deictic,year,1803
158.txt,deictic,last year,1835
158.txt,deictic,year,1891
158.txt,deictic,Monday,497
158.txt,deictic,Tuesday,777
159.txt,deictic,year,176
159.txt,deictic,year,1503
160.txt,deictic,last week,167
160.txt,deictic,Friday,688
160.txt,deictic,before Friday,1246
161.txt,deictic,year,484
161.txt,deictic,last year,759
162.txt,deictic,year,214
162.txt,deictic,previous quarter,315
162.txt,deictic,Last month,592
162.txt,deictic,Today,1008
162.txt,deictic,fall,585
163.txt,deictic,Friday,815
165.txt,deictic,last year,152
165.txt,deictic,Last year,484
165.txt,deictic,Last April,281
165.txt,deictic,Tuesday,272
166.txt,deictic,year,268
166.txt,deictic,year,359
166.txt,deictic,last year,400
166.txt,deictic,year,488
166.txt,deictic,Last year,542
166.txt,deictic,today,1022
166.txt,deictic,year,1346
166.txt,deictic,week,1571
167.txt,deictic,year,49
167.txt,deictic,last year,391
167.txt,deictic,Last year,640
167.txt,deictic,year,991
167.txt,deictic,year,2596
167.txt,deictic,year,2739
167.txt,deictic,Last year,2776
167.txt,deictic,Last year,3032
167.txt,deictic,summer,589
167.txt,deictic,spring,1647
167.txt,deictic,Before Wednesday,484
168.txt,deictic,last week,548
168.txt,deictic,year,1553
168.txt,deictic,fall,605
169.txt,deictic,year,549
169.txt,deictic,Tuesday,615
170.txt,deictic,year,502
171.txt,deictic,year,1099
171.txt,deictic,year,1534
172.txt,deictic,year,437
172.txt,deictic,Year,1139
172.txt,deictic,fall,141
172.txt,deictic,Friday,872
173.txt,deictic,year,955
173.txt,deictic,year,1409
173.txt,deictic,Tuesday,965
173.txt,deictic,Wednesday,167
174.txt,deictic,year,1548
174.txt,deictic,fall,219
174.txt,deictic,fall,1642
174.txt,deictic,Tuesday,243
174.txt,deictic,Tuesday,707
174.txt,deictic,Wednesday,103
174.txt,deictic,Wednesday,1024
175.txt,deictic,yesterday,630
175.txt,deictic,Tuesday,390
176.txt,simple,30 September 2004,918
176.txt,deictic,year,114
176.txt,deictic,year,389
176.txt,deictic,year,688
176.txt,deictic,year,970
176.txt,deictic,year,1030
176.txt,deictic,year,1585
176.txt,deictic,Tuesday,138
176.txt,deictic,Tuesday,1786
177.txt,deictic,year,171
177.txt,deictic,previous year,601
177.txt,deictic,next February,109
178.txt,deictic,week,250
178.txt,deictic,last year,1708
179.txt,deictic,Wednesday,950
181.txt,deictic,last week,355
181.txt,deictic,Friday,1053
181.txt,deictic,Sunday,180
181.txt,deictic,Sunday,195
181.txt,deictic,Sunday,1112
182.txt,deictic,Sunday,1891
183.txt,deictic,year,280
183.txt,deictic,year,693
183.txt,deictic,today,1013
183.txt,deictic,Wednesday,105
184.txt,deictic,last year,652
184.txt,deictic,week,1004
184.txt,deictic,fall,1729
184.txt,deictic,Tuesday,262
184.txt,deictic,Tuesday,517
184.txt,deictic,Tuesday,540
184.txt,deictic,Tuesday,1417
184.txt,deictic,Wednesday,67
184.txt,deictic,Wednesday,438
184.txt,deictic,Wednesday,1270
185.txt,deictic,year,862
185.txt,deictic,year,1452
185.txt,deictic,year,1692
185.txt,deictic,year,2189
186.txt,deictic,year,205
186.txt,deictic,year,1090
186.txt,deictic,year,1304
186.txt,deictic,fall,1107
187.txt,deictic,year,1345
187.txt,deictic,Spring,599
187.txt,deictic,Sunday,157
187.txt,deictic,Sunday,666
187.txt,deictic,Sunday,720
187.txt,deictic,Sunday,1388
188.txt,deictic,year,494
188.txt,deictic,year,882
189.txt,deictic,year,169
189.txt,deictic,last year,783
189.txt,deictic,last November,648
189.txt,deictic,fall,91
189.txt,deictic,fall,623
190.txt,deictic,last month,127
190.txt,deictic,year,1454
190.txt,deictic,winter,1619
190.txt,deictic,Wednesday,143
191.txt,deictic,year,575
192.txt,deictic,year,696
192.txt,deictic,fall,776
192.txt,deictic,Monday,1064
192.txt,deictic,Friday,318
194.txt,deictic,year,298
194.txt,deictic,year,510
194.txt,deictic,year,514
194.txt,deictic,year,602
194.txt,deictic,year,606
194.txt,deictic,year,747
194.txt,deictic,Sunday,1310
195.txt,deictic,year,1649
195.txt,deictic,Last week,1775
195.txt,deictic,Wednesday,792
196.txt,deictic,year,401
196.txt,deictic,Yesterday,457
196.txt,deictic,year,672
196.txt,deictic,year,993
196.txt,deictic,next Thursday,601
196.txt,deictic,Friday,137
196.txt,deictic,Friday,668
197.txt,deictic,year,451
197.txt,deictic,previous year,726
197.txt,deictic,year,1117
199.txt,deictic,last year,75
199.txt,deictic,year,494
199.txt,deictic,year,851
199.txt,deictic,year,1225
199.txt,deictic,fall,28
199.txt,deictic,fall,61
200.txt,deictic,Tuesday,345
201.txt,deictic,year,604
201.txt,deictic,year,887
201.txt,deictic,year,1439
203.txt,deictic,next year,1156
203.txt,deictic,week,1320
203.txt,deictic,last week,1553
204.txt,deictic,today,565
204.txt,deictic,Thursday,3407
204.txt,deictic,Saturday,3549
205.txt,deictic,Today,2178
205.txt,deictic,year,3161
205.txt,deictic,Wednesday,3357
205.txt,deictic,Thursday,1897
206.txt,deictic,year,473
206.txt,deictic,year,912
206.txt,deictic,year,1608
206.txt,deictic,after May,589
207.txt,deictic,year,401
207.txt,deictic,Thursday,2653
207.txt,deictic,Friday,2035
208.txt,deictic,year,105
208.txt,deictic,year,1177
208.txt,deictic,fall,89
208.txt,deictic,Monday,1415
209.txt,deictic,Tuesday,72
210.txt,deictic,year,1675
210.txt,deictic,last month,1980
210.txt,deictic,summer,1185
210.txt,deictic,fall,2304
210.txt,deictic,Monday,641
210.txt,deictic,Thursday,2173
211.txt,deictic,fall,83
212.txt,deictic,Monday,477
213.txt,deictic,next week,947
213.txt,deictic,Tuesday,967
214.txt,deictic,last month,484
214.txt,deictic,Today,580
214.txt,deictic,fall,428
215.txt,deictic,year,615
215.txt,deictic,year,1704
215.txt,deictic,next week,2015
215.txt,deictic,week,2512
215.txt,deictic,fall,49
215.txt,deictic,winter,160
215.txt,deictic,fall,469
215.txt,deictic,winter,637
215.txt,deictic,fall,874
215.txt,deictic,fall,1370
215.txt,deictic,winter,1437
215.txt,deictic,fall,1567
215.txt,deictic,fall,2028
215.txt,deictic,fall,2376
215.txt,deictic,winter,2626
215.txt,deictic,Wednesday,560
215.txt,deictic,Wednesday,1052
215.txt,deictic,Wednesday,1866
215.txt,deictic,Thursday,214
215.txt,deictic,Thursday,1133
216.txt,deictic,year,813
216.txt,deictic,fall,56
216.txt,deictic,Thursday,425
217.txt,deictic,last month,675
217.txt,deictic,year,1089
217.txt,deictic,last week,2353
217.txt,deictic,Monday,1418
218.txt,deictic,year,1107
218.txt,deictic,year,1593
221.txt,deictic,next year,73
221.txt,deictic,next year,570
222.txt,deictic,Last week,631
222.txt,deictic,year,1567
222.txt,deictic,year,1955
222.txt,deictic,last year,2381
222.txt,deictic,Tuesday,1152
223.txt,deictic,fall,750
223.txt,deictic,fall,887
223.txt,deictic,Wednesday,711
223.txt,deictic,Thursday,94
224.txt,deictic,year,1126
224.txt,deictic,year,1273
224.txt,deictic,year,1658
224.txt,deictic,year,1719
224.txt,deictic,week,1903
224.txt,deictic,Saturday,72
225.txt,deictic,year,339
225.txt,deictic,year,371
225.txt,deictic,year,470
225.txt,deictic,year,698
225.txt,deictic,year,752
225.txt,deictic,year,847
225.txt,deictic,year,953
226.txt,deictic,year,830
226.txt,deictic,year,1068
227.txt,deictic,Last week,143
227.txt,deictic,last week,888
227.txt,deictic,last week,1029
227.txt,deictic,Last week,1442
228.txt,deictic,year,363
228.txt,deictic,last year,396
228.txt,deictic,next month,629
228.txt,deictic,fall,534
228.txt,deictic,Thursday,708
228.txt,deictic,Thursday,882
229.txt,deictic,year,319
229.txt,deictic,year,608
229.txt,deictic,year,1627
229.txt,deictic,Year,1734
229.txt,deictic,year,1759
229.txt,deictic,fall,1344
229.txt,deictic,Monday,953
230.txt,deictic,year,1803
230.txt,deictic,year,2413
230.txt,deictic,year,2453
230.txt,deictic,year,2679
231.txt,deictic,Last July,458
232.txt,deictic,year,783
232.txt,deictic,year,859
232.txt,deictic,year,1340
232.txt,deictic,year,1652
232.txt,deictic,year,1809
232.txt,deictic,year,2742
232.txt,deictic,year,5047
232.txt,deictic,Wednesday,663
234.txt,deictic,year,569
234.txt,deictic,year,632
234.txt,deictic,year,658
234.txt,deictic,year,797
234.txt,deictic,year,909
234.txt,deictic,next month,1411
235.txt,deictic,year,650
235.txt,deictic,year,1082
235.txt,deictic,year,1738
235.txt,deictic,year,2308
236.txt,deictic,Wednesday,272
237.txt,deictic,year,1843
237.txt,deictic,Wednesday,231
238.txt,deictic,week,550
239.txt,deictic,year,428
239.txt,deictic,year,499
240.txt,deictic,week,129
240.txt,deictic,week,1736
240.txt,deictic,next year,2186
240.txt,deictic,year,2765
240.txt,deictic,fall,1713
240.txt,deictic,Wednesday,538
240.txt,deictic,Wednesday,1249
240.txt,deictic,Wednesday,1368
241.txt,deictic,last year,200
241.txt,deictic,last quarter,952
241.txt,deictic,year,1284
241.txt,deictic,year,1576
241.txt,deictic,last year,1681
241.txt,deictic,fall,850
241.txt,deictic,fall,1280
241.txt,deictic,fall,1681
241.txt,deictic,fall,2143
241.txt,deictic,Monday,986
242.txt,deictic,year,424
242.txt,deictic,Last week,1319
242.txt,deictic,Monday,184
243.txt,deictic,year,552
243.txt,deictic,year,556
243.txt,deictic,year,698
243.txt,deictic,last year,878
243.txt,deictic,year,1517
243.txt,deictic,summer,1425
243.txt,deictic,fall,1913
243.txt,deictic,fall,2099
243.txt,deictic,fall,2386
244.txt,deictic,year,815
244.txt,deictic,last month,2880
244.txt,deictic,year,3062
245.txt,deictic,last year,439
245.txt,deictic,fall,2115
246.txt,deictic,year,936
246.txt,deictic,fall,542
247.txt,deictic,year,346
247.txt,deictic,year,436
249.txt,deictic,year,1068
